"rec_id","continent_fk","country_fk","processing_method","harvest_year","expiration_date"
0,"Africa","Ethiopia","Washed - Wet","2014","2016-04-03"
1,"Africa","Ethiopia","Washed - Wet","2014","2016-04-03"
2,"North America","Guatemala",NULL,NULL,"2011-05-31"
3,"Africa","Ethiopia","Natural - Dry","2014","2016-03-25"
4,"Africa","Ethiopia","Washed - Wet","2014","2016-04-03"
5,"South America","Brazil","Natural - Dry","2013","2014-09-03"
6,"South America","Peru","Washed - Wet","2012","2013-09-17"
7,"Africa","Ethiopia",NULL,"2010","2011-09-02"
8,"Africa","Ethiopia",NULL,"2010","2011-09-02"
9,"Africa","Ethiopia","Natural - Dry","2014","2016-03-29"
10,"Africa","Ethiopia","Natural - Dry","2014","2016-03-26"
11,"North America","United States","Washed - Wet","2014","2016-03-12"
12,"North America","United States","Washed - Wet","2014","2016-03-12"
13,"North America","United States",NULL,"2009","2011-05-31"
14,"Africa","Ethiopia",NULL,"2010","2011-08-31"
15,"North America","United States","Washed - Wet","2014","2016-03-12"
16,"Asia","Indonesia",NULL,NULL,"2011-05-31"
17,"Africa","Ethiopia",NULL,"2009","2011-06-16"
18,"Asia","China","Washed - Wet","2015","2017-04-07"
19,"Africa","Ethiopia","Natural - Dry","2014","2016-03-24"
20,"North America","United States","Washed - Wet","2014","2016-03-12"
21,"North America","Costa Rica","Washed - Wet","2014","2015-04-02"
22,"North America","Mexico","Washed - Wet","2012","2013-07-26"
23,"North America","United States","Washed - Wet","2014","2016-03-12"
24,"Africa","Ethiopia","Natural - Dry","2013","2014-09-03"
25,"South America","Brazil","Natural - Dry","2011","2012-12-02"
26,"Africa","Ethiopia",NULL,"2009","2011-06-16"
27,"Africa","Uganda","Washed - Wet","2013","2015-06-26"
28,"North America","Honduras",NULL,"2016","2018-05-18"
29,"Asia","Taiwan","Pulped natural - honey","2015","2017-05-18"
30,"North America","Nicaragua",NULL,NULL,"2011-05-18"
31,"Africa","Tanzania","Natural - Dry","2012","2014-09-03"
32,"South America","Brazil","Natural - Dry","2011","2012-12-02"
33,"North America","Costa Rica","Washed - Wet","2015","2016-12-02"
34,"Africa","Ethiopia","Natural - Dry","2014","2016-03-26"
35,"Africa","Kenya","Washed - Wet","2013","2015-05-30"
36,"North America","United States","Natural - Dry","2012","2013-04-06"
37,"North America","United States",NULL,"2010","2012-01-28"
38,"Africa","Ethiopia",NULL,"2009","2011-06-17"
39,"North America","United States","Washed - Wet","2014","2016-03-12"
40,"Asia","Thailand","Washed - Wet","2012","2013-04-12"
41,"South America","Brazil",NULL,"2010","2012-01-04"
42,"South America","Brazil",NULL,"2010","2012-01-04"
43,"Asia","Taiwan","Semi-washed - Semi-pulped","2015","2016-06-09"
44,"Africa","Kenya","Natural - Dry","2014","2016-01-29"
45,"South America","Brazil","Semi-washed - Semi-pulped","2011","2012-12-02"
46,"Africa","Uganda","Semi-washed - Semi-pulped","2014","2015-10-01"
47,"South America","Colombia","Washed - Wet","2013","2015-03-20"
48,"Africa","Kenya","Washed - Wet","2013","2015-02-06"
49,"Africa","Uganda","Washed - Wet","2012","2013-02-12"
50,"Africa","Ethiopia",NULL,"2009","2011-06-17"
51,"North America","United States",NULL,"2009","2011-05-31"
52,"North America","Guatemala","Washed - Wet","2016","2017-05-16"
53,"Africa","Uganda","Natural - Dry","2013","2015-06-30"
54,"South America","Colombia","Washed - Wet","2013","2014-07-26"
55,"North America","Panama","Washed - Wet","2017","2018-10-09"
56,"Africa","Ethiopia","Washed - Wet","2014","2016-04-03"
57,"North America","Guatemala","Washed - Wet","2012","2013-07-03"
58,"North America","Guatemala","Washed - Wet","2012","2013-06-05"
59,"Africa","Ethiopia","Natural - Dry","2017","2018-06-23"
60,"South America","Peru","Washed - Wet","2013","2015-01-22"
61,"Oceania","Papua New Guinea","Washed - Wet","2012","2013-10-25"
62,"North America","El Salvador","Washed - Wet","2013","2014-03-18"
63,"North America","El Salvador","Semi-washed - Semi-pulped","2012","2014-01-12"
64,"North America","United States","Natural - Dry","2012","2013-04-06"
65,"North America","Panama","Natural - Dry","2014","2016-05-22"
66,"Africa","Kenya","Natural - Dry","2014","2016-05-22"
67,"Africa","Ethiopia","Natural - Dry","2015","2016-03-30"
68,"Africa","Uganda","Washed - Wet","2013","2015-06-26"
69,"North America","Guatemala","Washed - Wet","2013","2014-02-26"
70,"Africa","Ethiopia","Washed - Wet","2015","2016-03-30"
71,"Africa","Uganda","Washed - Wet","2013","2015-06-26"
72,"North America","United States","Natural - Dry","2012","2013-04-06"
73,"South America","Brazil","Semi-washed - Semi-pulped","2011","2012-12-02"
74,"North America","El Salvador",NULL,"2009","2011-05-31"
75,"Asia","China","Natural - Dry","2015","2017-04-06"
76,"North America","Guatemala","Natural - Dry","2014","2016-05-22"
77,"North America","Costa Rica","Washed - Wet","2014","2015-05-01"
78,"North America","Costa Rica","Washed - Wet","2014","2015-05-01"
79,"Africa","Kenya","Washed - Wet","2012","2014-04-19"
80,"Africa","Kenya","Washed - Wet","2012","2014-03-12"
81,"Africa","Ethiopia",NULL,"2009","2011-06-17"
82,"Africa","Ethiopia",NULL,"2009","2011-06-17"
83,"North America","Guatemala",NULL,"2016","2017-04-27"
84,"South America","Colombia","Washed - Wet","2015","2016-04-07"
85,"South America","Colombia","Natural - Dry","2014","2015-01-17"
86,"Asia","Indonesia","Semi-washed - Semi-pulped","2012","2013-11-26"
87,"North America","Guatemala","Washed - Wet","2012","2013-01-17"
88,"Africa","Ethiopia","Natural - Dry","2016","2017-08-09"
89,"South America","Colombia","Natural - Dry","2015","2016-08-17"
90,"Africa","Ethiopia","Natural - Dry","2014","2015-10-07"
91,"North America","United States","Natural - Dry","2014","2015-03-10"
92,"South America","Colombia","Natural - Dry","2012","2013-03-16"
93,"North America","United States",NULL,"2010","2011-12-27"
94,"Africa","Ethiopia",NULL,"2010","2011-06-17"
95,"North America","United States",NULL,NULL,"2011-05-17"
96,"Africa","Uganda","Washed - Wet","2016","2018-07-24"
97,"South America","Colombia","Washed - Wet","2016","2018-02-15"
98,"North America","Costa Rica","Washed - Wet","2016","2018-01-30"
99,"North America","Mexico","Washed - Wet","2015","2017-09-21"
100,"Africa","Kenya","Washed - Wet","2015","2017-05-07"
101,"Africa","Kenya","Washed - Wet","2012","2014-04-19"
102,"South America","Brazil","Natural - Dry","2012","2013-02-28"
103,"North America","Mexico",NULL,"2010","2012-04-05"
104,"North America","United States",NULL,NULL,"2012-02-24"
105,"North America","Guatemala",NULL,"2009","2011-09-07"
106,"South America","Colombia","Washed - Wet","2016","2017-11-25"
107,"South America","Colombia","Washed - Wet","2015","2016-10-25"
108,"Asia","Taiwan","Semi-washed - Semi-pulped","2015","2016-06-08"
109,"Africa","Tanzania","Washed - Wet","2014","2015-12-12"
110,"South America","Colombia","Washed - Wet","2012","2013-12-11"
111,"North America","Mexico","Semi-washed - Semi-pulped","2012","2013-07-11"
112,"South America","Brazil","Natural - Dry","2011","2012-12-22"
113,"South America","Brazil","Natural - Dry","2011","2012-12-02"
114,"Africa","Kenya",NULL,"2009","2011-08-26"
115,"Asia","Taiwan","Natural - Dry","2016","2017-05-18"
116,"Africa","Uganda","Natural - Dry","2013","2015-06-30"
117,"North America","United States","Natural - Dry","2012","2013-04-06"
118,"Africa","Ethiopia",NULL,"2009","2011-06-17"
119,"Africa","Ethiopia",NULL,"2009","2011-06-17"
120,"Asia","Thailand","Pulped natural - honey","2015","2017-06-27"
121,"Africa","Kenya","Washed - Wet","2014","2016-06-01"
122,"North America","Honduras","Washed - Wet","2014","2015-04-25"
123,"North America","El Salvador",NULL,"2010","2012-08-22"
124,"North America","Nicaragua",NULL,"2009","2011-05-31"
125,"North America","El Salvador","Washed - Wet","2016","2018-06-26"
126,"Asia","Indonesia","Washed - Wet","2016","2017-11-24"
127,"Asia","Japan","Pulped natural - honey",NULL,"2017-11-02"
128,"North America","Costa Rica","Washed - Wet","2015","2017-10-04"
129,"North America","Guatemala","Washed - Wet","2015","2017-06-01"
130,"North America","Costa Rica","Washed - Wet","2014","2016-07-05"
131,"Africa","Ethiopia","Washed - Wet","2014","2016-05-22"
132,"North America","Costa Rica","Other","2014","2016-05-22"
133,"North America","Costa Rica","Washed - Wet","2014","2015-03-05"
134,"North America","Costa Rica","Washed - Wet","2012","2015-01-03"
135,"Asia","Taiwan","Washed - Wet","2013","2014-12-26"
136,"South America","Colombia","Washed - Wet","2013","2014-12-20"
137,"Africa","Kenya","Washed - Wet","2012","2013-09-16"
138,"North America","Guatemala","Washed - Wet","2012","2013-07-17"
139,"North America","Guatemala","Washed - Wet","2012","2013-07-03"
140,"North America","Mexico","Washed - Wet","2012","2013-07-02"
141,"Africa","Uganda","Washed - Wet","2012","2013-02-12"
142,"South America","Peru",NULL,NULL,"2012-06-13"
143,"Africa","Ethiopia",NULL,"2009","2011-06-17"
144,"Africa","Kenya","Washed - Wet",NULL,"2019-01-11"
145,"South America","Colombia","Washed - Wet","2016","2018-01-10"
146,"South America","Colombia","Washed - Wet","2016","2017-12-28"
147,"Africa","Kenya","Washed - Wet","2013","2015-07-21"
148,"North America","Guatemala","Washed - Wet","2014","2015-05-29"
149,"North America","Guatemala","Washed - Wet","2014","2015-03-24"
150,"South America","Colombia","Washed - Wet","2013","2014-12-20"
151,"South America","Colombia","Washed - Wet","2013","2014-12-06"
152,"Africa","Kenya","Washed - Wet","2013","2014-08-30"
153,"South America","Colombia","Washed - Wet","2012","2014-07-17"
154,"North America","Costa Rica","Semi-washed - Semi-pulped","2012","2014-03-12"
155,"South America","Colombia","Washed - Wet","2012","2013-10-09"
156,"South America","Brazil","Semi-washed - Semi-pulped","2011","2012-12-22"
157,"South America","Brazil","Semi-washed - Semi-pulped","2011","2012-12-02"
158,"North America","Costa Rica","Washed - Wet","2017","2018-11-28"
159,"Africa","Uganda","Washed - Wet","2016","2018-03-14"
160,"Asia","China","Washed - Wet","2015","2017-04-06"
161,"North America","Costa Rica","Washed - Wet","2014","2016-07-05"
162,"South America","Colombia","Washed - Wet","2015","2016-06-04"
163,"Asia","China","Washed - Wet","2013","2015-06-16"
164,"North America","Guatemala","Washed - Wet","2013","2014-02-26"
165,"Africa","Kenya","Washed - Wet","2012","2013-09-16"
166,"North America","Mexico","Washed - Wet","2012","2013-07-11"
167,"North America","Mexico","Washed - Wet","2012","2013-06-06"
168,"North America","Guatemala","Washed - Wet","2012","2013-02-15"
169,"South America","Brazil",NULL,NULL,"2012-03-22"
170,"South America","Brazil",NULL,NULL,"2012-03-21"
171,"North America","Costa Rica","Washed - Wet","2016","2018-03-23"
172,"Asia","Indonesia","Other","2017","2018-03-14"
173,"South America","Colombia","Natural - Dry","2015","2017-01-24"
174,"South America","Colombia","Washed - Wet","2014","2015-07-09"
175,"Asia","Taiwan","Washed - Wet","2012","2014-07-10"
176,"North America","United States","Natural - Dry","2012","2014-01-21"
177,"North America","Mexico","Washed - Wet","2012","2013-06-06"
178,"Africa","Ethiopia",NULL,"2009","2011-06-17"
179,"Africa","Kenya","Washed - Wet","2017","2018-08-03"
180,"North America","Honduras",NULL,"2016","2018-05-11"
181,"South America","Colombia","Washed - Wet","2016","2018-02-20"
182,"North America","Honduras","Washed - Wet","2016","2017-04-04"
183,"South America","Colombia",NULL,"2016","2017-02-15"
184,"South America","Colombia","Natural - Dry","2015","2016-04-28"
185,"South America","Colombia","Washed - Wet","2013","2014-07-19"
186,"North America","Mexico","Washed - Wet","2012","2013-07-27"
187,"South America","Brazil",NULL,"2011","2012-10-27"
188,"South America","Brazil",NULL,"2011","2012-10-27"
189,"Africa","Ethiopia",NULL,NULL,"2012-06-13"
190,"North America","Guatemala",NULL,"2009","2011-04-30"
191,"Asia","Taiwan","Washed - Wet","2016","2018-08-10"
192,"Asia","Thailand","Natural - Dry","2015","2017-11-02"
193,"South America","Colombia","Natural - Dry","2016","2017-08-05"
194,"North America","Guatemala","Washed - Wet","2016","2017-05-23"
195,"North America","Guatemala","Washed - Wet","2015","2017-04-06"
196,"Asia","China","Natural - Dry","2015","2017-04-06"
197,"South America","Colombia","Washed - Wet","2015","2016-11-18"
198,"South America","Colombia","Washed - Wet","2015","2016-10-25"
199,"South America","Colombia","Washed - Wet","2015","2016-06-04"
200,"South America","Colombia","Natural - Dry","2015","2016-04-28"
201,"Africa","Tanzania","Washed - Wet","2014","2015-12-12"
202,"Africa","Tanzania","Washed - Wet","2014","2015-12-12"
203,"North America","Guatemala","Other","2014","2015-08-21"
204,"South America","Colombia","Washed - Wet","2013","2014-10-01"
205,"North America","United States","Natural - Dry","2012","2013-12-11"
206,"North America","Mexico","Semi-washed - Semi-pulped","2012","2013-09-11"
207,"North America","Mexico","Washed - Wet","2012","2013-04-09"
208,"North America","Mexico","Washed - Wet","2012","2013-04-02"
209,"Africa","Uganda","Natural - Dry","2012","2013-02-12"
210,"North America","Guatemala","Washed - Wet","2017","2018-06-01"
211,"South America","Colombia","Washed - Wet","2016","2017-08-19"
212,"North America","Costa Rica","Washed - Wet","2016","2017-08-19"
420,"Africa","Uganda","Washed - Wet","2015","2017-05-19"
213,"North America","Guatemala","Washed - Wet","2016","2017-06-23"
214,"North America","Guatemala","Washed - Wet","2016","2017-06-01"
215,"North America","Guatemala","Washed - Wet","2016","2017-06-01"
216,"South America","Colombia","Washed - Wet","2015","2016-08-17"
217,"North America","Nicaragua","Natural - Dry","2015","2016-08-02"
218,"South America","Brazil","Natural - Dry","2015","2016-04-23"
219,"North America","Costa Rica","Washed - Wet","2014","2016-04-09"
220,"Africa","Ethiopia","Natural - Dry","2014","2016-03-25"
221,"Africa","Tanzania","Washed - Wet","2014","2015-12-12"
222,"South America","Colombia","Washed - Wet","2014","2015-10-15"
223,"North America","Guatemala","Washed - Wet","2013","2015-07-16"
224,"Africa","Kenya","Washed - Wet","2013","2014-11-07"
225,"South America","Brazil","Natural - Dry","2012","2014-05-20"
226,"North America","Guatemala","Washed - Wet","2013","2014-05-09"
227,"North America","El Salvador","Natural - Dry","2013","2014-03-18"
228,"South America","Colombia","Washed - Wet","2012","2013-10-19"
229,"North America","Guatemala","Natural - Dry","2012","2013-03-26"
230,"Africa","Uganda","Washed - Wet","2012","2013-02-12"
231,"Asia","Indonesia","Natural - Dry","2017","2018-05-24"
232,"South America","Colombia","Washed - Wet","2017","2018-11-09"
233,"Asia","Taiwan","Washed - Wet","2016","2017-05-18"
234,"North America","Guatemala","Washed - Wet","2016","2017-04-27"
235,"South America","Colombia","Washed - Wet","2014","2015-11-05"
236,"North America","Guatemala","Washed - Wet","2014","2015-06-16"
237,"North America","United States","Natural - Dry","2012","2014-01-24"
238,"North America","Mexico","Washed - Wet","2012","2013-09-04"
239,"Africa","Ethiopia","Natural - Dry","2012","2013-08-17"
240,"North America","Costa Rica","Washed - Wet","2017","2019-01-11"
241,"Africa","Ethiopia","Natural - Dry","2017","2018-06-05"
242,"North America","Honduras","Washed - Wet","2017","2018-05-11"
243,"North America","Guatemala","Washed - Wet","2015","2016-06-09"
244,"South America","Colombia","Washed - Wet","2014","2015-12-18"
245,"North America","Guatemala","Natural - Dry","2014","2015-08-08"
246,"North America","Guatemala","Other","2014","2015-06-27"
247,"South America","Colombia","Washed - Wet","2014","2015-05-27"
248,"South America","Colombia","Natural - Dry","2014","2015-05-27"
249,"South America","Colombia","Washed - Wet","2014","2015-04-08"
250,"Africa","Ethiopia","Natural - Dry","2013","2015-01-17"
251,"South America","Brazil","Natural - Dry","2013","2015-01-02"
252,"South America","Colombia","Washed - Wet","2013","2014-06-21"
253,"Africa","Kenya","Washed - Wet","2012","2014-03-08"
254,"Asia","Thailand","Washed - Wet","2012","2013-06-21"
255,"Africa","Kenya","Washed - Wet","2012","2013-05-31"
256,"Africa","Uganda","Washed - Wet","2012","2013-02-12"
257,"Asia","Thailand",NULL,"2011","2012-08-15"
258,"South America","Brazil","Natural - Dry","2017","2018-10-20"
259,"North America","Mexico","Washed - Wet","2017","2018-07-03"
260,"Asia","Thailand","Natural - Dry","2015","2017-10-18"
261,"South America","Brazil","Natural - Dry","2016","2017-08-16"
262,"Asia","Taiwan","Washed - Wet","2015","2017-05-18"
263,"South America","Colombia",NULL,"2016","2017-02-10"
264,"South America","Colombia",NULL,"2016","2017-01-20"
265,"Asia","Taiwan","Natural - Dry","2014","2016-11-06"
266,"South America","Colombia","Washed - Wet","2015","2016-08-17"
267,"South America","Colombia","Washed - Wet","2014","2016-03-11"
268,"South America","Colombia","Washed - Wet","2014","2015-12-12"
269,"Asia","Taiwan","Washed - Wet","2014","2015-11-23"
270,"South America","Colombia","Natural - Dry","2014","2015-01-17"
271,"North America","Mexico","Washed - Wet","2012","2013-07-03"
272,"North America","Mexico","Washed - Wet","2012","2013-06-06"
273,"North America","Mexico","Washed - Wet","2012","2013-04-02"
274,"South America","Colombia","Washed - Wet","2017","2018-06-30"
275,"South America","Colombia",NULL,"2016","2018-03-14"
276,"North America","Costa Rica","Washed - Wet","2015","2017-06-06"
277,"North America","Guatemala","Washed - Wet","2016","2017-05-23"
278,"Asia","Taiwan",NULL,"2016","2017-02-22"
279,"South America","Brazil","Natural - Dry","2015","2016-10-07"
280,"Asia","Taiwan","Washed - Wet","2014","2016-04-29"
281,"Africa","Ethiopia","Natural - Dry","2014","2016-03-30"
282,"South America","Brazil","Semi-washed - Semi-pulped","2014","2015-10-16"
283,"North America","Costa Rica","Washed - Wet","2013","2015-06-09"
284,"North America","Guatemala","Washed - Wet","2014","2015-05-22"
285,"South America","Brazil","Natural - Dry","2013","2014-12-26"
286,"South America","Ecuador","Natural - Dry","2013","2014-10-04"
287,"South America","Colombia","Washed - Wet","2013","2014-09-03"
288,"North America","Guatemala","Washed - Wet","2013","2014-04-26"
289,"North America","Mexico","Natural - Dry","2012","2013-07-26"
290,"North America","Mexico","Natural - Dry","2012","2013-06-06"
291,"South America","Brazil","Semi-washed - Semi-pulped","2011","2012-12-20"
292,"Asia","Thailand",NULL,"2011","2012-09-19"
293,"Asia","Thailand",NULL,"2011","2012-08-15"
294,"Africa","Ethiopia",NULL,"2010","2011-06-17"
295,"Africa","Kenya","Washed - Wet",NULL,"2019-01-11"
296,"South America","Brazil","Natural - Dry","2017","2018-10-20"
297,"South America","Colombia","Washed - Wet","2017","2018-09-28"
298,"Asia","Taiwan","Natural - Dry","2016","2018-06-06"
299,"South America","Colombia","Washed - Wet","2016","2018-02-15"
300,"Asia","China","Washed - Wet","2015","2017-04-06"
301,"South America","Colombia","Natural - Dry","2015","2016-11-26"
302,"Africa","Uganda","Natural - Dry","2013","2015-06-30"
303,"North America","United States","Washed - Wet","2013","2015-06-09"
304,"South America","Colombia","Washed - Wet","2014","2015-02-05"
305,"South America","Colombia","Washed - Wet","2014","2015-01-24"
306,"South America","Colombia","Washed - Wet","2013","2014-11-22"
307,"South America","Colombia","Washed - Wet","2013","2014-08-27"
308,"North America","United States","Natural - Dry","2013","2014-05-02"
309,"North America","Mexico","Natural - Dry","2012","2013-09-27"
310,"North America","Guatemala","Washed - Wet","2012","2013-05-24"
311,"South America","Colombia",NULL,"2011","2012-04-19"
312,"South America","Colombia",NULL,"2010","2012-02-09"
313,"North America","United States",NULL,NULL,"2011-06-29"
314,"South America","Brazil","Natural - Dry","2017","2018-10-20"
315,"Africa","Kenya","Washed - Wet","2017","2018-09-01"
316,"North America","Honduras","Washed - Wet","2016","2018-05-11"
317,"North America","Nicaragua","Washed - Wet","2016","2018-05-11"
318,"South America","Brazil","Natural - Dry","2016","2017-08-16"
319,"Asia","Taiwan","Natural - Dry","2015","2017-05-18"
320,"North America","Costa Rica",NULL,NULL,"2017-03-14"
321,"Asia","Thailand","Washed - Wet","2014","2016-06-08"
322,"South America","Colombia","Washed - Wet","2014","2015-11-21"
323,"North America","Guatemala","Washed - Wet","2014","2015-02-27"
324,"South America","Colombia","Washed - Wet","2013","2014-10-29"
325,"South America","Colombia","Washed - Wet","2013","2014-08-16"
326,"North America","Guatemala","Washed - Wet","2013","2014-05-30"
327,"North America","Guatemala","Washed - Wet","2013","2014-02-26"
328,"South America","Colombia","Washed - Wet","2012","2013-11-22"
329,"North America","Guatemala","Natural - Dry","2012","2013-08-23"
330,"North America","Guatemala","Washed - Wet","2012","2013-07-09"
331,"North America","Mexico","Washed - Wet","2012","2013-07-02"
332,"Asia","Indonesia","Washed - Wet","2012","2013-05-23"
333,"North America","Guatemala","Washed - Wet","2012","2013-04-30"
334,"North America","United States",NULL,NULL,"2012-04-20"
335,"South America","Brazil","Natural - Dry","2017","2018-10-20"
336,"North America","Guatemala","Washed - Wet","2016","2017-07-05"
337,"South America","Colombia","Washed - Wet","2016","2017-04-15"
